Claude 3 Opus_p50,Claude 3 Opus_p80,Claude 3.5 Sonnet (New)_p50,Claude 3.5 Sonnet (New)_p80,Claude 3.5 Sonnet (Old)_p50,Claude 3.5 Sonnet (Old)_p80,Claude 3.7 Sonnet_p50,Claude 3.7 Sonnet_p80,GPT-2_p50,GPT-2_p80,GPT-4 0125_p50,GPT-4 0125_p80,GPT-4 0314_p50,GPT-4 0314_p80,GPT-4 1106_p50,GPT-4 1106_p80,GPT-4 Turbo_p50,GPT-4 Turbo_p80,GPT-4o_p50,GPT-4o_p80,davinci-002 (GPT-3)_p50,davinci-002 (GPT-3)_p80,gpt-3.5-turbo-instruct_p50,gpt-3.5-turbo-instruct_p80,human_p50,human_p80,o1_p50,o1_p80,o1-preview_p50,o1-preview_p80,o3_p50,o3_p80,o4-mini_p50,o4-mini_p80
6.946967501102509,1.187835878028932,39.081574792163245,4.38005128480126,20.25766621812226,2.898864434047101,72.57463076230444,24.14958582037902,0.0062365741785975655,0.0006465794476013342,3.6959221101065087,0.7829784866607753,6.272567700734984,1.1316284992161803,8.565171443168868,1.7916694128127526,5.753228284210507,1.4188416234023895,8.256965525530076,1.4412262520001278,0.1260448860801379,0.030403936566315164,0.32682112200595903,0.08623291060080367,181.7086972718231,20.69944655469589,71.24455895689536,15.932258364004916,26.977909608815278,7.208822641501042,194.1042100275855,38.436805943038955,108.62769644763105,29.501672951833058
3.845493427584784,0.6587154469263197,19.497779281565514,3.12507588082493,11.583694063555733,1.5728067426301846,33.61058891200266,6.706550588981665,0.051370286837087706,0.010185379649001186,2.7231169526034233,0.5089780261420066,3.1611047311070237,0.5115969663653471,5.671498332011384,0.7102034706173252,3.890457471429545,0.7047174354408792,7.327321007991415,1.0761303058351481,0.10798069084684972,0.023141825307155996,0.5126996660607954,0.15738419274566048,85.40734945590114,3.3947798620490013,31.746396493437988,3.96663150149774,17.186218409505756,2.627740627754739,49.2658867990398,8.161357604726522,37.61572180950299,7.148921261172024
6.262533323413335,1.072206767901751,30.25735855156782,4.008319016955215,24.427562828846778,5.099326204177952,84.06135849840682,27.259455941364834,0.040359757630316954,0.005591325675323452,6.52098673150701,1.5827861995585917,5.621224311558162,0.9413613568814285,12.716754380277186,1.760956437467507,5.934279764735336,1.1222018757382115,8.672274347514826,1.4576243542212526,0.17094040708841593,0.038238095830985974,0.7497828820306476,0.19181000671850718,154.48483774563098,10.284664752025314,70.34634025397501,15.13351130345208,32.06106319916648,6.789693281683944,133.34693150198308,28.387789462705317,105.67139603513155,23.068097921831903
3.193017481588697,0.4101614691455669,24.345297880601393,5.314446642381377,13.987360835593167,2.624962448148101,66.59355713591613,24.787573147326114,0.02863909230137285,0.003467029167679961,3.3844625560353454,0.62785992878578,5.04281706401545,0.7353046602733935,8.371745912308011,1.3488705251687916,2.859477009888046,0.5587736000266803,7.897757774960524,1.0446905778016218,0.13306462360975815,0.028177651061445184,0.5034667207256629,0.15208176299960485,170.25344773656062,8.34328950982159,59.72984253883352,14.825778773301632,25.139595830709258,6.350616748955342,140.59655982808547,36.45766184793233,110.3553935634867,33.746558319148654
2.7289970253704547,0.6140810547977049,19.07425695058773,3.053747310303343,7.901349586337114,1.4793840363726323,37.98200757130376,10.190304172297585,0.016661074441669626,0.002105120587185756,3.1739228064438265,0.7683281419857885,3.4952023955477762,0.7716119794590282,5.046864122964487,1.0407065527328858,4.045150639723916,1.0345708072025002,4.518313667595538,0.9601299784956799,0.11974985610005842,0.029408596832544324,0.47786874138557617,0.15002180956298483,61.80689670497671,3.596515289541386,24.657728088414714,3.36967196955878,17.724254344364656,4.349075507455497,120.27619338699232,14.277997360319121,63.62048718110923,9.43664301833584
9.209505649491065,1.7762441669426758,36.13617017225326,4.272365943540553,33.62665808073973,4.406716560362571,83.29982409987097,27.915088827037536,0.037179224699345245,0.0050506020657489865,6.45678058464209,1.1900489950550597,9.02611565333756,1.793095686166577,15.396857606013608,2.5328203847875232,11.226033189622182,2.6356782966770758,8.997391626757892,1.6981923201715847,0.24807542477382605,0.05923865502160192,0.8489844030021836,0.2562802724005985,243.7423129429577,25.38427076456956,59.23726874529684,8.671150439942508,51.55118986985988,12.261017112495086,192.46469765316417,49.61922711786983,150.80415025625433,33.17907840401879
8.878098358400978,1.3069306616148115,35.05760943976452,4.73487888616076,20.404458026887486,3.6495151906915244,68.50570643746836,18.335217051152277,0.07390168757286235,0.011039608482272369,8.767208501916194,2.0353974513064186,5.796628756775279,0.834972798106636,10.76356858831366,1.4650432150957133,8.232759252519308,1.9398935590475341,16.161720146336688,2.639922952671247,0.1298204292292224,0.027093989361488387,0.6024708472338333,0.1818073428368452,97.23718534561492,8.112525280782865,74.0820579417255,13.369972922109119,41.77176440457061,8.789643060893338,119.37262806285938,22.153485338001573,96.67052453325263,16.889636975388573
3.616548460083138,0.6143780003299045,35.70074577403128,7.224312088140044,12.171245393513498,1.5500833387846484,73.44430323240252,23.740855687743192,0.1132205846467484,0.02267179966791431,3.450720228325059,0.6948089747511886,2.797520896775251,0.4287970383330164,6.8105360064174265,1.1626165747197714,5.186098953173287,1.0622583787191793,9.595714302501298,1.5133822594512274,0.14505003238197775,0.03144272474675849,0.3748112737478792,0.10337503476957095,140.46152622673634,21.925975185529797,55.07857141845393,15.11189901810986,22.10374422004784,4.681140962949871,76.00324262901842,25.45285848976369,69.94022506121365,23.044918877172467
5.290851782955865,0.7919176899934997,29.48768699572539,5.628910668374432,13.743252845523381,1.8189230056791308,64.51878111021783,17.555068417472466,0.003954263275759838,0.00043135874734927964,3.4482936493325784,0.7829574815169279,4.230290678740037,0.602404175420798,6.78027731445671,1.0546085373325687,6.037769698732932,1.264516226132045,9.29707740890333,1.6244406169668628,0.15061058700241353,0.03924283734516485,0.35182010571919675,0.09450915684859736,97.9843648450863,9.649329592668819,48.207231404561654,9.086682415179242,23.82148152286513,3.5007961858913257,126.29771672237949,20.26837834497693,80.14903217830431,15.703107916654597
8.829329300347824,1.6410128216986213,58.84449531165781,12.184180203215115,35.83877362601842,7.130493143511097,83.07496853993048,26.757532152957893,0.011503522967655272,0.0010883078257269828,9.063977446165062,2.231827341788055,7.100429527405573,1.2467624053135826,12.8195941159354,2.122074173255014,10.729288657370184,2.2844817727964637,15.075430934238542,2.4528643437492375,0.11512512625628567,0.024182837868131225,0.7458301803089163,0.2374496211771586,92.26936594867304,11.93792753445128,80.60343583194157,16.863425672214436,34.28329640212945,6.99474064703122,168.3461803331738,40.4446631437965,128.487222223529,30.90551448903984
